platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0151,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0152,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0152PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0153,3,4,1,20250812_135901,4,0,0,0,0,0,0,0
TIELEHABERDER,A0154,3,9,6,20250812_135901,9,0,0,0,0,0,0,0
TIELEHABERDER,A0154P,3,5,2,20250812_135901,5,0,0,0,0,0,0,0
TIELEHABERDER,A0155,3,2,-1,20250812_135901,2,0,0,0,0,0,0,0
TIELEHABERDER,A0156,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0157,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0158,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0159,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0159PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0160,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0160PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0161,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0162,3,9,6,20250812_135901,9,0,0,0,0,0,0,0
TIELEHABERDER,A0163,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0163PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0164,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0165,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0165SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0167,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0168,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0168P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0169,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0169P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0170,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0170PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0171,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0171BOSCHPR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0172,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0173,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0175,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0175PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0176,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0177,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0178,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0180,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0181,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0182,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
